Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Year,Month,Month_Name,Profit
4579,CA-2016-110947,2016-06-09,15-06-2016,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,Hampton,Virginia,23666.0,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,113.1,2016,6,June,33.26726293445512
4580,US-2015-150126,2015-07-27,02-08-2015,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,New York City,New York,10035.0,East,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,65.78,2015,7,July,13.905934379725581
4581,CA-2016-164427,2016-07-31,06-08-2016,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Hattiesburg,Mississippi,39401.0,South,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,239.7,2016,7,July,67.98754205187726
4582,CA-2017-120250,2017-09-19,22-09-2017,First Class,AP-10720,Anne Pryor,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,25.632,2017,9,September,3.225694563575486
4583,CA-2017-121993,2017-06-10,12-06-2017,First Class,JB-16000,Joy Bell-,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,23.616,2017,6,June,5.797083950333637
4584,US-2017-100405,2017-08-26,28-08-2017,Second Class,TS-21430,Tom Stivers,Corporate,United States,Los Angeles,California,90045.0,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,8.26,2017,8,August,1.9944980996219923
4585,US-2018-163790,2018-11-02,04-11-2018,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",76.58,2018,11,November,17.070747454984936
4586,US-2018-163790,2018-11-02,04-11-2018,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,8.8,2018,11,November,2.564405745586961
4587,US-2018-163790,2018-11-02,04-11-2018,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-BI-10003718,Office Supplies,Binders,GBC Therma-A-Bind 250T Electric Binding System,590.352,2018,11,November,87.60164494525888
4588,US-2018-163790,2018-11-02,04-11-2018,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",5.58,2018,11,November,0.46135066640771144
4589,US-2018-163790,2018-11-02,04-11-2018,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,25.02,2018,11,November,5.4525389145715994
4590,US-2018-163790,2018-11-02,04-11-2018,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526.0,West,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,452.55,2018,11,November,105.13978755148992
4591,CA-2017-129868,2017-12-26,31-12-2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,17.76,2017,12,December,3.441268946157138
4592,CA-2017-129868,2017-12-26,31-12-2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,2017,12,December,30.753805449312228
4593,CA-2017-129868,2017-12-26,31-12-2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",146.352,2017,12,December,25.77463399379838
4594,CA-2017-129868,2017-12-26,31-12-2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",7.9,2017,12,December,1.0115747297240307
4595,CA-2017-129868,2017-12-26,31-12-2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,2017,12,December,141.60539114360208
4596,CA-2017-129868,2017-12-26,31-12-2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,53.97,2017,12,December,11.404111634584128
4597,CA-2017-140564,2017-12-05,10-12-2017,Second Class,TC-21475,Tony Chapman,Home Office,United States,Washington,District of Columbia,20016.0,East,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",33.92,2017,12,December,8.015421018018278
4598,US-2018-169502,2018-08-28,01-09-2018,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,21.81,2018,8,August,2.3567051271395734
4599,US-2018-169502,2018-08-28,01-09-2018,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Milwaukee,Wisconsin,53209.0,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,91.6,2018,8,August,13.86195075881523
4600,CA-2016-146948,2016-07-16,20-07-2016,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215.0,East,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",150.98,2016,7,July,17.708503497079043
4601,CA-2016-146948,2016-07-16,20-07-2016,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215.0,East,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",137.25,2016,7,July,13.678047250635384
4602,CA-2016-146948,2016-07-16,20-07-2016,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215.0,East,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",11.52,2016,7,July,2.8321551935880147
4603,US-2016-113327,2016-05-26,29-05-2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,18.272,2016,5,May,5.067066308188181
4604,US-2016-113327,2016-05-26,29-05-2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,153.728,2016,5,May,21.915163360229652
4605,US-2016-113327,2016-05-26,29-05-2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540.0,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,12.224,2016,5,May,2.9071083928862316
4606,US-2016-113327,2016-05-26,29-05-2016,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Jacksonville,North Carolina,28540.0,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,2016,5,May,46.058444219254156
4607,CA-2016-135020,2016-05-28,02-06-2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609.0,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,45.99,2016,5,May,12.027813110571337
4608,CA-2016-135020,2016-05-28,02-06-2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609.0,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,2016,5,May,51.24052908944673
4609,CA-2016-135020,2016-05-28,02-06-2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609.0,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",6.096,2016,5,May,1.7621888274263628
4610,CA-2016-135020,2016-05-28,02-06-2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Rochester,New York,14609.0,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,45.36,2016,5,May,6.539510834470104
4611,US-2018-141852,2018-11-09,14-11-2018,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Oceanside,California,92054.0,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,2018,11,November,6.3522549886277915
4612,CA-2017-109407,2017-01-24,26-01-2017,Second Class,HG-14965,Henry Goldwyn,Corporate,United States,Gulfport,Mississippi,39503.0,South,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,2017,1,January,2.0574616058577977
4613,US-2017-165953,2017-12-31,06-01-2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,2017,12,December,8.168211178464528
4614,US-2017-165953,2017-12-31,06-01-2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,23.48,2017,12,December,1.8139099238122516
4615,CA-2017-144540,2017-09-05,10-09-2017,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,77070.0,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",62.79,2017,9,September,7.04095383900827
4616,CA-2017-144540,2017-09-05,10-09-2017,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Houston,Texas,77070.0,Central,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,2017,9,September,3.675462040765371
4617,CA-2016-159863,2016-09-04,07-09-2016,Second Class,DS-13180,David Smith,Corporate,United States,Houston,Texas,77095.0,Central,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.376,2016,9,September,33.890511511379636
4618,CA-2016-117800,2016-09-21,26-09-2016,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149.0,East,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,589.9,2016,9,September,158.60768871713483
4619,CA-2016-117800,2016-09-21,26-09-2016,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Everett,Massachusetts,2149.0,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,542.94,2016,9,September,68.20226560063259
4620,CA-2018-145219,2018-12-24,25-12-2018,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049.0,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,2879.952,2018,12,December,762.2499429186383
4621,CA-2018-145219,2018-12-24,25-12-2018,First Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90049.0,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,2018,12,December,23.914563803304674
4622,CA-2016-161214,2016-10-05,08-10-2016,Second Class,SF-20965,Sylvia Foulston,Corporate,United States,Wilmington,Delaware,19805.0,East,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",77.55,2016,10,October,18.702170300586733
4623,CA-2018-147228,2018-09-09,14-09-2018,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,8.832,2018,9,September,0.7655028117455209
4624,CA-2018-147228,2018-09-09,14-09-2018,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,177.536,2018,9,September,39.51608923684196
4625,CA-2018-147228,2018-09-09,14-09-2018,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401.0,South,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,258.48,2018,9,September,73.99145505319636
4626,CA-2018-147228,2018-09-09,14-09-2018,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Columbia,Tennessee,38401.0,South,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,14.136,2018,9,September,3.118898051963133
4627,CA-2017-101336,2017-11-13,18-11-2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",77.55,2017,11,November,10.306721662078129
4628,CA-2017-101336,2017-11-13,18-11-2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,24.88,2017,11,November,4.35760335441977
4629,CA-2017-101336,2017-11-13,18-11-2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011.0,East,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",140.75,2017,11,November,29.758949962915203
4630,CA-2017-101336,2017-11-13,18-11-2017,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,2017,11,November,6.507048517931272
4631,US-2016-126235,2016-10-15,15-10-2016,Same Day,GA-14725,Guy Armstrong,Consumer,United States,Mount Pleasant,Michigan,48858.0,Central,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",17.14,2016,10,October,1.3709983553172058
4632,CA-2018-168396,2018-08-03,08-08-2018,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122.0,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,51.75,2018,8,August,6.624828577685516
4633,CA-2018-168396,2018-08-03,08-08-2018,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.96,2018,8,August,31.06425298685707
4634,CA-2016-130456,2016-08-21,26-08-2016,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122.0,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,2016,8,August,155.6033548485798
4635,CA-2016-130456,2016-08-21,26-08-2016,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122.0,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,2016,8,August,6.82863916232672
4636,CA-2018-116288,2018-03-12,17-03-2018,Standard Class,BS-11380,Bill Stewart,Corporate,United States,San Francisco,California,94122.0,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,2018,3,March,69.99020940693653
4637,CA-2018-168228,2018-04-27,29-04-2018,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",123.92,2018,4,April,16.382924700949918
4638,CA-2018-168228,2018-04-27,29-04-2018,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,12.39,2018,4,April,2.6710168057184056
4639,CA-2018-168228,2018-04-27,29-04-2018,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90045.0,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2018,4,April,11.255332350937753
4640,CA-2017-102162,2017-09-11,16-09-2017,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,23602.0,South,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,1599.92,2017,9,September,404.7582549304606
4641,CA-2017-102162,2017-09-11,16-09-2017,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,23602.0,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,11.09,2017,9,September,3.1765910494213916
4642,CA-2018-130141,2018-10-22,24-10-2018,Second Class,HA-14905,Helen Abelman,Consumer,United States,Fort Collins,Colorado,80525.0,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,3.168,2018,10,October,0.40623228203882755
4643,CA-2018-130141,2018-10-22,24-10-2018,Second Class,HA-14905,Helen Abelman,Consumer,United States,Fort Collins,Colorado,80525.0,West,FUR-CH-10000749,Furniture,Chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,579.136,2018,10,October,153.25479851579226
4644,CA-2016-147501,2016-08-02,06-08-2016,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,6.368,2016,8,August,0.5280455502704416
4645,CA-2016-147501,2016-08-02,06-08-2016,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Seattle,Washington,98105.0,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,558.4,2016,8,August,126.34371052696153
4646,CA-2017-143910,2017-08-12,16-08-2017,Standard Class,BC-11125,Becky Castell,Home Office,United States,New York City,New York,10011.0,East,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",145.764,2017,8,August,34.32661044121917
4647,CA-2015-146885,2015-05-30,05-06-2015,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Richmond,Virginia,23223.0,South,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",13.62,2015,5,May,2.988647636290496
4648,CA-2017-139556,2017-04-26,01-05-2017,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,New York City,New York,10009.0,East,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,2017,4,April,49.14919770054993
4649,CA-2018-129357,2018-05-14,19-05-2018,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98103.0,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,440.19,2018,5,May,118.08571572115558
4650,CA-2018-129357,2018-05-14,19-05-2018,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98103.0,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,64.4,2018,5,May,5.938621260263361
4651,CA-2018-150987,2018-04-08,12-04-2018,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,94110.0,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,2018,4,April,15.506597066604797
4652,CA-2018-150987,2018-04-08,12-04-2018,Standard Class,AH-10120,Adrian Hane,Home Office,United States,San Francisco,California,94110.0,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,195.76,2018,4,April,44.900736640546974
4653,CA-2018-132647,2018-02-17,23-02-2018,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,8861.0,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2018,2,February,1.9858986027842371
4654,CA-2018-132647,2018-02-17,23-02-2018,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Perth Amboy,New Jersey,8861.0,East,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,2018,2,February,43.655591355530404
4655,CA-2018-159107,2018-06-24,26-06-2018,Second Class,KT-16480,Kean Thornton,Consumer,United States,San Francisco,California,94110.0,West,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.88,2018,6,June,0.42004594156194647
4656,CA-2015-160738,2015-05-05,10-05-2015,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Freeport,Illinois,61032.0,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,2015,5,May,4.165967393199248
4657,CA-2016-112130,2016-05-03,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.904,2016,5,May,15.52175827442877
4658,CA-2016-112130,2016-05-03,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",23.696,2016,5,May,4.436540657835785
4659,CA-2016-112130,2016-05-03,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,7.968,2016,5,May,0.775278018441587
4660,CA-2016-112130,2016-05-03,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",18.2,2016,5,May,4.1877471935683275
4661,CA-2016-112130,2016-05-03,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,27.552,2016,5,May,4.898150741915679
4662,CA-2016-112130,2016-05-03,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,2016,5,May,169.73336432919245
4663,CA-2016-112130,2016-05-03,07-05-2016,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,2016,5,May,12.681317313507892
4664,CA-2017-111409,2017-09-18,22-09-2017,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Jacksonville,Florida,32216.0,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,3.0,2017,9,September,0.7715317378635047
4665,CA-2017-116232,2017-09-22,26-09-2017,Standard Class,AC-10450,Amy Cox,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,7.506,2017,9,September,1.931974435979243
4666,CA-2017-116232,2017-09-22,26-09-2017,Standard Class,AC-10450,Amy Cox,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",16.56,2017,9,September,3.7648697223529584
4667,CA-2017-116547,2017-01-10,17-01-2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98115.0,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,2017,1,January,6.101919520381316
4668,CA-2017-116547,2017-01-10,17-01-2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98115.0,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,69.98,2017,1,January,18.174748314011683
4669,US-2018-133200,2018-05-06,11-05-2018,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106.0,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,11.06,2018,5,May,2.408350891173496
4670,US-2018-133200,2018-05-06,11-05-2018,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106.0,Central,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",623.4648,2018,5,May,139.81574806325932
4671,US-2018-133200,2018-05-06,11-05-2018,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fort Worth,Texas,76106.0,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,2018,5,May,108.75139528081588
4672,CA-2017-133550,2017-07-31,06-08-2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205.0,Central,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,283.14,2017,7,July,76.39680338257372
4673,CA-2017-133550,2017-07-31,06-08-2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205.0,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,635.96,2017,7,July,147.12483072134
4674,CA-2017-133550,2017-07-31,06-08-2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205.0,Central,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,118.99,2017,7,July,9.298784903077213
4675,CA-2017-133550,2017-07-31,06-08-2017,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Detroit,Michigan,48205.0,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,2017,7,July,41.47173417770451
4676,CA-2018-139416,2018-03-27,29-03-2018,Second Class,AG-10270,Alejandro Grove,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15.008,2018,3,March,4.076099118074452
4677,CA-2015-114510,2015-03-14,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.0,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,33.088,2015,3,March,2.044811116440719
4678,CA-2015-114510,2015-03-14,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.0,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,2015,3,March,23.51287946465329
4679,CA-2015-114510,2015-03-14,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.0,West,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,82.8,2015,3,March,18.198665164214948
4680,CA-2015-114510,2015-03-14,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.0,West,OFF-ST-10003221,Office Supplies,Storage,Staple magnet,21.36,2015,3,March,4.439547720615631
4681,CA-2015-114510,2015-03-14,19-03-2015,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Logan,Utah,84321.0,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",62.048,2015,3,March,7.2993151866417225
4682,CA-2017-169215,2017-07-14,18-07-2017,Second Class,RE-19450,Richard Eichhorn,Consumer,United States,Auburn,New York,13021.0,East,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,29.61,2017,7,July,3.3221812161417583
